,"Time Since Formation, h","N, # / m","Optical Depth, ---","I, kg of ice / m","Extinction defined width, m","Extinction defined depth, m"
0,0.0,9586427000000.0,0.0004201190216091208,0.036727153,48.828125,78.385414
1,0.3333333333333333,9126187000000.0,0.0009617456559616181,2.099186,1350.0,189.12833
2,0.5,9248538000000.0,0.0008946757339619923,3.5766165,1750.0,224.0
3,0.6666666666666666,9233808000000.0,0.0008026979972829485,4.9969087,2200.0,259.0
4,0.8333333333333334,9192189000000.0,0.000710559832633676,6.383626,2600.0,280.0
5,2.3333333333333335,9187785000000.0,0.00029338689739856916,15.582398,6550.0,679.0
6,2.5,9176699000000.0,0.00027724803551103765,15.794133,2000.0,693.0
7,2.6666666666666665,9164845000000.0,0.0002666808452228911,16.034645,7350.0,686.0
8,2.8333333333333335,9152398000000.0,0.00025741727793839443,16.408728,7750.0,693.0
9,3.0,9138563000000.0,0.0002466698706551176,16.80185,8150.0,693.0
10,3.1666666666666665,9124433000000.0,0.00023630925245631237,17.179893,8500.0,693.0
11,3.3333333333333335,9108080000000.0,0.0002294660641281447,17.42021,8900.0,707.0
12,3.5,9090307000000.0,0.00022143406491988604,17.681904,9250.0,700.0
13,3.6666666666666665,9070080000000.0,0.00022501109017260398,17.97278,9600.0,700.0
14,3.8333333333333335,9042887000000.0,0.0002094417658757691,18.269255,9950.0,707.0
15,4.0,9028730000000.0,0.00020376476055024962,18.523634,10350.0,707.0
16,4.166666666666667,8934037000000.0,0.00019683154377467447,18.766972,10700.0,700.0
17,9.166666666666666,7612345000000.0,0.00010276123973633586,23.514257,20950.0,700.0
18,9.333333333333334,7550960400000.0,0.0001015525137091366,23.565844,21550.0,700.0
19,9.5,7490832400000.0,0.00010071100451731388,23.650518,21650.0,700.0
20,9.666666666666666,7430423400000.0,9.87950794604473e-05,23.707088,22000.0,700.0
21,9.833333333333334,7368184000000.0,9.79990552570247e-05,23.718418,22300.0,693.0
22,10.0,7307443000000.0,9.686694824457985e-05,23.797266,22650.0,700.0
23,10.166666666666666,7245214000000.0,9.577638510400488e-05,23.83162,22950.0,700.0
24,10.333333333333334,7183615400000.0,9.468122354375951e-05,23.883114,23300.0,693.0
25,10.5,7122113000000.0,9.356366298484073e-05,23.908247,23600.0,693.0
26,10.666666666666666,7061780000000.0,9.212090027299063e-05,23.92359,23950.0,693.0
27,10.833333333333334,7000451700000.0,9.136805317610764e-05,23.93175,24300.0,693.0
28,11.0,6939349000000.0,9.034014137707738e-05,23.93802,24600.0,693.0
29,11.166666666666666,6878308300000.0,8.928171341969569e-05,23.941504,24950.0,693.0
30,11.333333333333334,6817952000000.0,8.855178216513348e-05,23.927942,25250.0,693.0
31,11.5,6757495000000.0,8.689162162349365e-05,23.917631,25550.0,693.0
32,11.666666666666666,6696209000000.0,8.620710553178113e-05,23.911947,25900.0,686.0
33,11.833333333333334,6636121000000.0,8.490869668867904e-05,23.88175,26200.0,686.0
34,12.0,6575767400000.0,8.392558659369761e-05,23.872143,26500.0,686.0
