,"Time Since Formation, h","N, # / m","Optical Depth, ---","I, kg of ice / m","Extinction defined width, m","Extinction defined depth, m"
0,0.0,9580849000000.0,0.000261293247252694,0.01802867,48.828125,78.385414
1,0.3333333333333333,9156010000000.0,0.0005137695275162876,0.6808029,1250.0,185.75104
2,0.5,9242826000000.0,0.0005003599864954521,1.1877166,1650.0,217.0
3,0.6666666666666666,9241413000000.0,0.00044718647481110246,1.6581064,1950.0,287.0
4,0.8333333333333334,9150912000000.0,0.0004029961512098051,2.1192832,2450.0,259.0
5,2.3333333333333335,9213044000000.0,0.00019091165975192105,7.088032,6850.0,595.0
6,2.5,9202277000000.0,0.0001741496713725997,7.275745,7150.0,595.0
7,2.6666666666666665,9179702000000.0,0.00017209246884755376,7.5955663,7600.0,609.0
8,2.8333333333333335,9172475000000.0,0.00016431913822002363,7.8026643,8150.0,623.0
9,3.0,8932606000000.0,0.001905928367473512,7.961382,8550.0,623.0
10,3.1666666666666665,9125494000000.0,0.00015145882223502568,8.205294,8850.0,630.0
11,3.3333333333333335,9101459000000.0,0.00014676100961829097,8.427562,9250.0,637.0
12,3.5,9069088000000.0,0.00014386477790580892,8.652504,9700.0,0.0
13,3.6666666666666665,9040098000000.0,0.00013936551077702126,8.870816,6750.0,623.0
14,3.8333333333333335,8970726000000.0,0.00013568351370947662,9.051289,10550.0,651.0
15,4.0,8865661000000.0,0.00013148613507219764,9.223548,10950.0,651.0
16,4.166666666666667,8919927000000.0,0.00012823082310377916,9.39656,11350.0,658.0
17,9.166666666666666,6980270300000.0,7.195740609212212e-05,13.3025875,23300.0,826.0
18,9.333333333333334,6920278000000.0,7.109709568398797e-05,13.346749,23550.0,707.0
19,9.5,6861519000000.0,7.024559281174472e-05,13.436854,24050.0,679.0
20,9.666666666666666,6802790400000.0,6.924194017904768e-05,13.475386,24500.0,679.0
21,9.833333333333334,6745348000000.0,6.862488056036056e-05,13.533183,24550.0,679.0
22,10.0,6686539000000.0,6.75336750038636e-05,13.587869,25350.0,679.0
23,10.166666666666666,6630018000000.0,6.642602069118446e-05,13.628571,25650.0,679.0
24,10.333333333333334,6567777300000.0,6.595562984654483e-05,13.653225,26050.0,686.0
25,10.5,6497496500000.0,6.491314373719682e-05,13.674943,26350.0,679.0
26,10.666666666666666,6462736700000.0,6.400728186935946e-05,13.697077,26750.0,672.0
27,10.833333333333334,6406275000000.0,6.341262489159655e-05,13.733161,27150.0,679.0
28,11.0,6350691600000.0,6.283830103468473e-05,13.752048,27450.0,686.0
29,11.166666666666666,6297312300000.0,6.193007013046052e-05,13.776707,27800.0,679.0
30,11.333333333333334,6243625700000.0,6.145852427704869e-05,13.796394,28200.0,679.0
31,11.5,6188558700000.0,6.074147461724226e-05,13.812255,28600.0,686.0
32,11.666666666666666,6137072000000.0,6.001906387276175e-05,13.816464,28900.0,147.0
33,11.833333333333334,6083127500000.0,5.931662282610253e-05,13.787795,29250.0,679.0
34,12.0,6030555000000.0,5.790835664391093e-05,13.798087,29650.0,679.0
